video_id,duration,fps,total_frames,width,height,url,annotation_record_id,num_segments
rs7er4e67ec,107.671,25.0,2689,854,480,https://www.youtube.com/watch?v=rs7er4e67ec,8,1
6ZabZdqdLyA,71.82,29.97002997002997,2151,720,480,https://www.youtube.com/watch?v=6ZabZdqdLyA,14,1
BxzOUJbq28s,225.42,14.833340188291396,3342,640,480,https://www.youtube.com/watch?v=BxzOUJbq28s,20,1
6uhLrPgbpUA,46.162,29.97002997002997,1381,1280,720,https://www.youtube.com/watch?v=6uhLrPgbpUA,23,3
2U0vMYnC49c,50.62,29.97002997002997,1515,426,240,https://www.youtube.com/watch?v=2U0vMYnC49c,27,1
gKkk82LG8H0,121.534,30.0,3644,1280,720,https://www.youtube.com/watch?v=gKkk82LG8H0,31,1
p800u2wCKbE,40.473,29.97002997002997,1211,320,240,https://www.youtube.com/watch?v=p800u2wCKbE,38,2
BfnM0eyjB5Q,185.621,23.975979111958857,4449,852,480,https://www.youtube.com/watch?v=BfnM0eyjB5Q,40,1
0YQPGAsZPgY,166.093,30.0,4981,426,240,https://www.youtube.com/watch?v=0YQPGAsZPgY,53,1
5Bo0gFXxDQk,16.998,30.0,508,1280,720,https://www.youtube.com/watch?v=5Bo0gFXxDQk,54,1
hmT9H0IjiGs,215.551,60.0,12930,1280,720,https://www.youtube.com/watch?v=hmT9H0IjiGs,55,1
97McCuWAynA,127.316,29.97002997002997,3814,854,480,https://www.youtube.com/watch?v=97McCuWAynA,56,1
IGcsVPa34Hc,214.437,30.0,6430,320,240,https://www.youtube.com/watch?v=IGcsVPa34Hc,60,4
qogdv5DWzkQ,221.403,29.97004351146073,6633,640,360,https://www.youtube.com/watch?v=qogdv5DWzkQ,64,1
gSeE_Ms-2TI,158.313,29.97002997002997,4745,320,240,https://www.youtube.com/watch?v=gSeE_Ms-2TI,65,1
1PTNnaEu8xo,163.423,29.97002997002997,4880,480,360,https://www.youtube.com/watch?v=1PTNnaEu8xo,66,1
rhOtqArO-3Y,231.248,29.97002997002997,6929,1920,1080,https://www.youtube.com/watch?v=rhOtqArO-3Y,67,1
D_XMD02v690,194.514,29.97002997002997,5828,960,720,https://www.youtube.com/watch?v=D_XMD02v690,78,1
lVMMPkvnid8,158.175,29.97002997002997,4737,320,240,https://www.youtube.com/watch?v=lVMMPkvnid8,79,5
a2vaM_aRHv4,177.262,29.97002997002997,5309,1920,1080,https://www.youtube.com/watch?v=a2vaM_aRHv4,95,1
5DhbyYavYp4,234.522,30.0,7034,1920,1080,https://www.youtube.com/watch?v=5DhbyYavYp4,97,3
buhaBimF4M0,209.63,30.0,6283,1920,1080,https://www.youtube.com/watch?v=buhaBimF4M0,114,1
KaGGtAhiH64,213.113,29.97002997002997,6383,1280,720,https://www.youtube.com/watch?v=KaGGtAhiH64,118,4
0bosp4-pyTM,115.636,29.97002997002997,3464,320,240,https://www.youtube.com/watch?v=0bosp4-pyTM,122,2
IgEc5mY9L44,91.673,30.0,2745,640,480,https://www.youtube.com/watch?v=IgEc5mY9L44,124,1
0MtST08F2Xc,36.851,15.026950509065172,552,640,480,https://www.youtube.com/watch?v=0MtST08F2Xc,126,1
I4wkBjpwAAU,93.136,30.0,2791,640,480,https://www.youtube.com/watch?v=I4wkBjpwAAU,132,1
5o9iv0wC59g,45.396,15.0,680,640,480,https://www.youtube.com/watch?v=5o9iv0wC59g,135,1
Ci9WKE6wkOQ,155.156,30.0,4653,1280,720,https://www.youtube.com/watch?v=Ci9WKE6wkOQ,140,2
F_EHrfbYsRE,226.883,24.0,5444,1280,720,https://www.youtube.com/watch?v=F_EHrfbYsRE,145,1
1FMjfLRpXwM,142.037,29.97002997002997,4255,1280,720,https://www.youtube.com/watch?v=1FMjfLRpXwM,146,1
Iuk7PNmG3tQ,115.032,29.97002997002997,3446,854,470,https://www.youtube.com/watch?v=Iuk7PNmG3tQ,157,1
K8G5CBJtluY,69.684,19.916747961425923,1379,848,480,https://www.youtube.com/watch?v=K8G5CBJtluY,162,2
b5GrYqt5tRQ,164.096,14.489999798665266,2375,400,230,https://www.youtube.com/watch?v=b5GrYqt5tRQ,168,1
jgNeMnPVfkQ,70.612,25.0,1764,640,480,https://www.youtube.com/watch?v=jgNeMnPVfkQ,172,1
MbCAiWBhAjo,135.35,29.97002997002997,4055,1920,1080,https://www.youtube.com/watch?v=MbCAiWBhAjo,177,1
r2oMItb5EVM,109.158,30.0,3273,1920,1080,https://www.youtube.com/watch?v=r2oMItb5EVM,178,1
7tdlcmbuLOA,204.22,29.97002997002997,6118,1280,720,https://www.youtube.com/watch?v=7tdlcmbuLOA,182,3
E7NTSqMgx44,18.855,29.97002997002997,563,1920,1080,https://www.youtube.com/watch?v=E7NTSqMgx44,185,1
0J55EGFLglQ,19.854,29.970131119323646,592,854,480,https://www.youtube.com/watch?v=0J55EGFLglQ,186,1
R0sADQPdso8,114.336,23.975968592268963,2739,1920,1080,https://www.youtube.com/watch?v=R0sADQPdso8,191,1
dAa10hlgxCY,228.392,29.97002997002997,6843,1920,1080,https://www.youtube.com/watch?v=dAa10hlgxCY,201,1
fxlTN3mCWDA,169.901,29.97591326419439,5090,1280,720,https://www.youtube.com/watch?v=fxlTN3mCWDA,220,1
0UcBldDI0RA,156.573,29.97002997002997,4690,854,470,https://www.youtube.com/watch?v=0UcBldDI0RA,224,1
J65l9OEP3pI,120.164,29.583334027582232,3551,640,480,https://www.youtube.com/watch?v=J65l9OEP3pI,226,1
h5fX5z-unJc,21.85,29.97002997002997,653,480,360,https://www.youtube.com/watch?v=h5fX5z-unJc,233,1
lGwUq5vZGEk,236.449,30.0,7092,426,240,https://www.youtube.com/watch?v=lGwUq5vZGEk,241,1
R4ouBBtg-B4,121.302,25.0,3030,1920,1080,https://www.youtube.com/watch?v=R4ouBBtg-B4,244,4
G16xScfD5WM,103.747,23.976023976023978,2487,1920,1080,https://www.youtube.com/watch?v=G16xScfD5WM,248,1
hMUoeOFmquI,107.904,29.97002997002997,3232,640,356,https://www.youtube.com/watch?v=hMUoeOFmquI,260,2
bLqd98mmu3w,94.645,29.97002997002997,2834,320,240,https://www.youtube.com/watch?v=bLqd98mmu3w,262,1
-b2lkhdJXf4,107.671,29.97002997002997,3224,960,720,https://www.youtube.com/watch?v=-b2lkhdJXf4,275,1
7XGimCWcafc,223.353,29.97002997002997,6691,1280,720,https://www.youtube.com/watch?v=7XGimCWcafc,277,1
C5KcdwGSvbw,109.158,29.9790779621201,3267,1280,720,https://www.youtube.com/watch?v=C5KcdwGSvbw,281,2
CtA4VynDEkI,24.033,30.000417833117453,718,1280,720,https://www.youtube.com/watch?v=CtA4VynDEkI,283,1
e0Qj2F3V6fM,214.623,29.97002997002997,6430,1920,1080,https://www.youtube.com/watch?v=e0Qj2F3V6fM,285,1
1G3rv9ssDY4,105.767,29.97020008514261,3168,640,480,https://www.youtube.com/watch?v=1G3rv9ssDY4,291,1
MYRsm8m9mk4,141.247,25.0,3529,294,240,https://www.youtube.com/watch?v=MYRsm8m9mk4,297,2
LAkaYds-8X0,118.678,23.9843702416147,2844,1280,720,https://www.youtube.com/watch?v=LAkaYds-8X0,299,13
GTxmHim5JnY,15.14,30.06614552014432,450,1280,720,https://www.youtube.com/watch?v=GTxmHim5JnY,313,1
-XCESzrIWXA,171.154,29.97002997002997,5129,488,276,https://www.youtube.com/watch?v=-XCESzrIWXA,321,2
Po6tK3rYE8E,106.952,25.0,2669,1280,720,https://www.youtube.com/watch?v=Po6tK3rYE8E,325,1
352jrqIWSFY,7.755,29.97002997002997,232,1280,720,https://www.youtube.com/watch?v=352jrqIWSFY,328,1
FGAlwzRvAHg,183.485,23.97602506549739,4397,1280,720,https://www.youtube.com/watch?v=FGAlwzRvAHg,335,1
DU36SNYN-rw,110.388,25.0,2757,300,240,https://www.youtube.com/watch?v=DU36SNYN-rw,339,1
8d8juWOKb0c,157.083,25.0,3925,582,480,https://www.youtube.com/watch?v=8d8juWOKb0c,341,4
Jz9ZxenBLa8,117.145,20.0,2340,640,480,https://www.youtube.com/watch?v=Jz9ZxenBLa8,347,1
o2mqzjWJJNw,72.702,29.98374789962262,2177,854,480,https://www.youtube.com/watch?v=o2mqzjWJJNw,349,1
gnVupEzu59g,193.376,29.97002997002997,5793,320,240,https://www.youtube.com/watch?v=gnVupEzu59g,358,2
8P0N5psQrEI,110.179,30.0,3303,1280,720,https://www.youtube.com/watch?v=8P0N5psQrEI,360,1
qI_Bo0D6p7I,221.286,30.0,6639,272,480,https://www.youtube.com/watch?v=qI_Bo0D6p7I,361,1
qsTCTQo-wI8,196.232,30.0,5885,1280,720,https://www.youtube.com/watch?v=qsTCTQo-wI8,362,1
NsYBZUTzgDw,33.066,30.0,990,640,480,https://www.youtube.com/watch?v=NsYBZUTzgDw,364,1
mTtBz5d83C4,21.34,23.95715896279594,510,320,240,https://www.youtube.com/watch?v=mTtBz5d83C4,371,1
bDkSq9T55RI,40.403,30.0,1209,320,240,https://www.youtube.com/watch?v=bDkSq9T55RI,378,1
ql7I6qtyhBU,187.78,29.97002997002997,5626,1280,720,https://www.youtube.com/watch?v=ql7I6qtyhBU,385,2
PpbBWqlsbxk,123.925,29.97002997002997,3714,1920,1080,https://www.youtube.com/watch?v=PpbBWqlsbxk,387,1
3Y46yorcd5Q,234.034,29.97002997002997,7012,1280,720,https://www.youtube.com/watch?v=3Y46yorcd5Q,395,1
MYzG-TsW8w8,48.437,29.97002997002997,1450,1920,1080,https://www.youtube.com/watch?v=MYzG-TsW8w8,396,1
HQdnIIRVqEk,143.904,59.94006309148265,8626,1280,720,https://www.youtube.com/watch?v=HQdnIIRVqEk,406,1
PyM_VG5KFa4,93.414,30.0,2801,1280,720,https://www.youtube.com/watch?v=PyM_VG5KFa4,407,1
OMGTFZ9csg0,31.371,23.97596656773344,751,1920,1080,https://www.youtube.com/watch?v=OMGTFZ9csg0,415,1
9g1omTdpoYs,125.017,25.0,3124,1920,1080,https://www.youtube.com/watch?v=9g1omTdpoYs,416,1
f7qFnCkFIuQ,34.552,30.0,1032,720,480,https://www.youtube.com/watch?v=f7qFnCkFIuQ,429,1
dUa0E0ASviM,92.23,30.0,2761,426,240,https://www.youtube.com/watch?v=dUa0E0ASviM,431,1
nyEcPLZQerc,86.379,29.97045818771601,2587,1280,720,https://www.youtube.com/watch?v=nyEcPLZQerc,437,5
l5xW6UZWwBs,87.818,29.97002997002997,2630,1920,1080,https://www.youtube.com/watch?v=l5xW6UZWwBs,445,2
8oI4xGqkzSE,205.009,29.97002997002997,6118,854,472,https://www.youtube.com/watch?v=8oI4xGqkzSE,449,4
qi_6u0mMJQM,172.13,30.0,5161,1280,720,https://www.youtube.com/watch?v=qi_6u0mMJQM,453,1
9eqfQyr3J7k,26.425,28.668229290216946,756,640,480,https://www.youtube.com/watch?v=9eqfQyr3J7k,454,1
23-lat1nVJg,10.147,25.0,254,1280,720,https://www.youtube.com/watch?v=23-lat1nVJg,455,1
Ffi7vDa3C2I,200.273,25.0,5002,640,480,https://www.youtube.com/watch?v=Ffi7vDa3C2I,456,1
cCYLiE1fiEo,203.454,25.0,5084,640,480,https://www.youtube.com/watch?v=cCYLiE1fiEo,483,1
ns8v94HCtlM,71.588,29.97002997002997,2144,1920,1080,https://www.youtube.com/watch?v=ns8v94HCtlM,485,1
poFH53rF9uY,131.054,29.97002997002997,3926,1280,720,https://www.youtube.com/watch?v=poFH53rF9uY,505,3
-5h2E52tl4Q,114.521,25.0,2861,1280,720,https://www.youtube.com/watch?v=-5h2E52tl4Q,512,1
Hxb8D4W-G0I,186.132,25.0,4652,1920,1080,https://www.youtube.com/watch?v=Hxb8D4W-G0I,514,1
6iuD3pSgBcw,208.214,59.94005994005994,12474,1920,1080,https://www.youtube.com/watch?v=6iuD3pSgBcw,529,1
1dFLeGRT0NQ,151.765,29.97002997002997,4548,1280,720,https://www.youtube.com/watch?v=1dFLeGRT0NQ,531,1
J4vq7MLMAtY,149.56,30.0,4485,1280,720,https://www.youtube.com/watch?v=J4vq7MLMAtY,535,1
7hRls13HJow,132.54,25.0,3311,640,480,https://www.youtube.com/watch?v=7hRls13HJow,558,1
MEbEcvzdytY,174.034,29.97002997002997,5213,712,480,https://www.youtube.com/watch?v=MEbEcvzdytY,573,2
hQ4xkr6VpnA,99.544,23.976025984583632,2385,1280,640,https://www.youtube.com/watch?v=hQ4xkr6VpnA,575,2
r8RJSDKy9iA,98.918,26.43478542483898,2612,320,240,https://www.youtube.com/watch?v=r8RJSDKy9iA,588,1
F2Igw6lvqwk,49.389,23.975891585156223,1182,320,240,https://www.youtube.com/watch?v=F2Igw6lvqwk,595,1
Bhz-WgJH8R0,42.354,25.0,1056,1920,1080,https://www.youtube.com/watch?v=Bhz-WgJH8R0,602,1
bkRQgwbP0WM,34.621,25.0,863,640,480,https://www.youtube.com/watch?v=bkRQgwbP0WM,603,1
KptXzRFIvTw,144.475,29.97002997002997,4328,1280,720,https://www.youtube.com/watch?v=KptXzRFIvTw,609,4
axoyB4pypWY,138.902,30.0,4161,320,240,https://www.youtube.com/watch?v=axoyB4pypWY,613,1
a50gTER-FsQ,211.488,29.97002997002997,6336,640,480,https://www.youtube.com/watch?v=a50gTER-FsQ,616,8
KKrHX-pywBQ,193.446,29.97002997002997,5796,1280,720,https://www.youtube.com/watch?v=KKrHX-pywBQ,635,7
GuzLtwhxsxA,112.362,30.0,3367,1920,1080,https://www.youtube.com/watch?v=GuzLtwhxsxA,643,1
b5E7-GxvCdk,19.087,30.0,569,320,240,https://www.youtube.com/watch?v=b5E7-GxvCdk,647,1
lhnhGI-rrzM,180.768,29.97002997002997,5415,960,720,https://www.youtube.com/watch?v=lhnhGI-rrzM,650,2
QvM8SFUUvsw,28.282,30.0,847,320,240,https://www.youtube.com/watch?v=QvM8SFUUvsw,669,2
exzuzQLrv7g,196.395,30.0,5890,426,240,https://www.youtube.com/watch?v=exzuzQLrv7g,674,1
3HBAcaU552I,123.925,30.0,3715,800,480,https://www.youtube.com/watch?v=3HBAcaU552I,675,4
kMYZWwZXx3E,60.309,30.0,1809,1280,720,https://www.youtube.com/watch?v=kMYZWwZXx3E,686,2
rFx-j3NhSgI,69.916,20.0,1396,320,240,https://www.youtube.com/watch?v=rFx-j3NhSgI,688,1
BC1ZIeZvFXw,117.447,59.94005994005994,7036,1280,720,https://www.youtube.com/watch?v=BC1ZIeZvFXw,689,1
dfex2oZYqmU,80.643,30.0,2414,480,360,https://www.youtube.com/watch?v=dfex2oZYqmU,691,1
ikHGZpkhfNc,213.02,29.97002997002997,6384,1920,1080,https://www.youtube.com/watch?v=ikHGZpkhfNc,694,2
clUgEizjVkM,23.174,25.0,577,1280,720,https://www.youtube.com/watch?v=clUgEizjVkM,706,2
cz20Wqx9d4Q,149.792,29.97002997002997,4487,1920,1080,https://www.youtube.com/watch?v=cz20Wqx9d4Q,708,3
aFpWNTroghs,93.159,29.97002997002997,2790,1920,1080,https://www.youtube.com/watch?v=aFpWNTroghs,713,1
hhN1647pP88,195.118,20.0,3900,320,240,https://www.youtube.com/watch?v=hhN1647pP88,715,1
CUtkQIV2eto,206.843,29.97002997002997,6199,1920,1080,https://www.youtube.com/watch?v=CUtkQIV2eto,718,1
QJmoA3byOzo,189.499,30.0,5682,1280,720,https://www.youtube.com/watch?v=QJmoA3byOzo,723,3
d8MgSp3oCoA,69.939,30.0,2095,640,480,https://www.youtube.com/watch?v=d8MgSp3oCoA,755,1
AXDa8WmY2og,228.879,29.97002997002997,6860,640,480,https://www.youtube.com/watch?v=AXDa8WmY2og,758,1
5LveCNjz_zg,161.519,29.97002997002997,4839,328,240,https://www.youtube.com/watch?v=5LveCNjz_zg,759,1
F-jZv4hqYds,37.64,30.0,1127,1920,1080,https://www.youtube.com/watch?v=F-jZv4hqYds,760,1
79LyHiS908U,87.934,23.976025492457875,2106,1280,720,https://www.youtube.com/watch?v=79LyHiS908U,765,1
p4YTDxTASBI,33.762,30.0,1009,320,240,https://www.youtube.com/watch?v=p4YTDxTASBI,766,1
2uMG44uNDJ8,7.082,30.0,212,360,360,https://www.youtube.com/watch?v=2uMG44uNDJ8,767,1
iL__89eDRzg,89.397,11.98797545990906,1071,320,240,https://www.youtube.com/watch?v=iL__89eDRzg,794,1
pZzTMUJG9Rk,214.205,24.0,5128,640,480,https://www.youtube.com/watch?v=pZzTMUJG9Rk,795,6
h4m7bYDVLAc,24.916,30.0,745,426,240,https://www.youtube.com/watch?v=h4m7bYDVLAc,804,1
KEUJ7ulD-_A,230.18,25.0,5752,1920,1080,https://www.youtube.com/watch?v=KEUJ7ulD-_A,805,1
Mk9n7isIyBs,136.325,25.0,3406,1280,720,https://www.youtube.com/watch?v=Mk9n7isIyBs,807,1
3xEonDbWxTM,108.46,29.97002997002997,3251,640,360,https://www.youtube.com/watch?v=3xEonDbWxTM,808,1
Q43BuVI2r-s,83.917,29.97002997002997,2513,640,480,https://www.youtube.com/watch?v=Q43BuVI2r-s,818,1
NO5J7RjTTTo,43.561,10.0,434,192,144,https://www.youtube.com/watch?v=NO5J7RjTTTo,822,1
modITAJlP_0,69.962,29.97002997002997,2095,1280,720,https://www.youtube.com/watch?v=modITAJlP_0,823,3
H8K1E49607E,97.385,29.91661298428441,2901,1280,720,https://www.youtube.com/watch?v=H8K1E49607E,826,1
4XavNhCs-Do,134.142,23.98336556534101,3215,1920,1080,https://www.youtube.com/watch?v=4XavNhCs-Do,844,4
8yFimnZ8XhA,60.117,29.97002997002997,1800,1920,1080,https://www.youtube.com/watch?v=8yFimnZ8XhA,858,1
9DIDpTlfBWs,163.028,25.0,4073,854,470,https://www.youtube.com/watch?v=9DIDpTlfBWs,863,1
CsCbJSnAhRs,86.936,29.97002997002997,2603,854,480,https://www.youtube.com/watch?v=CsCbJSnAhRs,866,1
0gm_g4rYCic,143.569,25.0,3589,1920,1080,https://www.youtube.com/watch?v=0gm_g4rYCic,867,1
gh5di42-RJo,62.323,60.0,3735,1280,720,https://www.youtube.com/watch?v=gh5di42-RJo,887,1
5Qav3tLfiZA,6.688,30.0,198,640,480,https://www.youtube.com/watch?v=5Qav3tLfiZA,906,1
_nup1BwPnXc,106.688,29.97002997002997,3197,1280,720,https://www.youtube.com/watch?v=_nup1BwPnXc,907,1
rhfoyYzp93Q,67.06,30.0,2010,640,480,https://www.youtube.com/watch?v=rhfoyYzp93Q,914,1
bzZMUbtgZho,182.974,29.97002997002997,5482,1920,1080,https://www.youtube.com/watch?v=bzZMUbtgZho,915,7
EML3BvJxknA,116.449,29.97002997002997,3486,854,480,https://www.youtube.com/watch?v=EML3BvJxknA,924,2
QdmUojrWdmE,228.647,25.0,5715,1280,720,https://www.youtube.com/watch?v=QdmUojrWdmE,932,4
AV8q7nnOtq4,83.29,25.0,2080,1280,720,https://www.youtube.com/watch?v=AV8q7nnOtq4,948,1
c6ie4KwFnAs,215.691,25.0,5391,640,480,https://www.youtube.com/watch?v=c6ie4KwFnAs,949,2
_ENXbB6aaa4,136.371,29.97002997002997,4083,1920,1080,https://www.youtube.com/watch?v=_ENXbB6aaa4,956,1
hpU50i4WBK8,231.085,29.97002997002997,6920,640,360,https://www.youtube.com/watch?v=hpU50i4WBK8,958,1
Mvw0hvMeM-w,216.132,25.0,5402,1280,720,https://www.youtube.com/watch?v=Mvw0hvMeM-w,962,1
Pyf_5Bffu5A,198.369,25.0,4957,640,480,https://www.youtube.com/watch?v=Pyf_5Bffu5A,963,1
88qqQjRPFUQ,30.953,59.94005994005994,1852,1280,720,https://www.youtube.com/watch?v=88qqQjRPFUQ,976,1
L6Uf3epn3zA,187.571,29.97002997002997,5619,854,480,https://www.youtube.com/watch?v=L6Uf3epn3zA,980,6
0xtS7g7vZLU,145.195,30.0,4353,1280,720,https://www.youtube.com/watch?v=0xtS7g7vZLU,986,3
jaaWdcA_COY,169.019,23.975989682807896,4051,1280,720,https://www.youtube.com/watch?v=jaaWdcA_COY,994,2
iEGYd3DJ3Wo,17.508,29.97002997002997,525,384,240,https://www.youtube.com/watch?v=iEGYd3DJ3Wo,1005,1
RNqJj9tt3F0,214.762,29.97002997002997,6434,640,480,https://www.youtube.com/watch?v=RNqJj9tt3F0,1008,3
PVAHm5MjHdw,172.873,30.0,5184,1280,720,https://www.youtube.com/watch?v=PVAHm5MjHdw,1011,1
JI5_cMwgnxI,144.452,25.0,3610,1280,720,https://www.youtube.com/watch?v=JI5_cMwgnxI,1020,1
F_DHgp5hERs,133.306,25.0,3330,640,360,https://www.youtube.com/watch?v=F_DHgp5hERs,1023,1
FCzT4Knfhqs,142.664,15.0,2139,320,240,https://www.youtube.com/watch?v=FCzT4Knfhqs,1027,2
7Ozl-ud1zTo,155.174,29.97002997002997,4651,1280,720,https://www.youtube.com/watch?v=7Ozl-ud1zTo,1035,2
nSR-JSqGoWQ,143.082,30.006783169348463,4291,640,480,https://www.youtube.com/watch?v=nSR-JSqGoWQ,1037,1
3cmHM1Yu92s,75.442,29.97002997002997,2259,1920,1080,https://www.youtube.com/watch?v=3cmHM1Yu92s,1046,2
O9crPOB_9tE,227.649,29.97002997002997,6821,1920,1080,https://www.youtube.com/watch?v=O9crPOB_9tE,1049,2
b1RAYvxWawA,181.859,30.0,5452,1280,720,https://www.youtube.com/watch?v=b1RAYvxWawA,1062,2
eQnwUWfah9w,168.252,25.0,4206,640,356,https://www.youtube.com/watch?v=eQnwUWfah9w,1065,1
NOXPH0_y4Ww,208.747,30.0,6262,426,240,https://www.youtube.com/watch?v=NOXPH0_y4Ww,1077,2
KpOSIph2hHw,62.694,29.97002997002997,1877,1920,1080,https://www.youtube.com/watch?v=KpOSIph2hHw,1081,1
8w9pf_Ecm_U,100.079,30.0,3000,320,240,https://www.youtube.com/watch?v=8w9pf_Ecm_U,1096,1
G72bQBMZmzs,197.626,29.97002997002997,5919,810,480,https://www.youtube.com/watch?v=G72bQBMZmzs,1098,1
PLvg8riZZVw,159.034,30.0,4768,640,480,https://www.youtube.com/watch?v=PLvg8riZZVw,1099,1
Hcoc9euI0tk,69.242,59.94005512692796,4147,1280,720,https://www.youtube.com/watch?v=Hcoc9euI0tk,1107,1
oT42qP2zIXo,155.156,30.006190832409008,4653,1280,720,https://www.youtube.com/watch?v=oT42qP2zIXo,1108,1
JyjONoyBr4Q,172.339,29.975789455349837,5163,1280,720,https://www.youtube.com/watch?v=JyjONoyBr4Q,1118,1
dEUFGAwRhEM,213.252,30.0,6398,1920,1080,https://www.youtube.com/watch?v=dEUFGAwRhEM,1120,3
4mfnfTpcfck,112.014,18.0,2015,640,480,https://www.youtube.com/watch?v=4mfnfTpcfck,1132,1
owLQzBg4olo,30.326,30.0,908,640,480,https://www.youtube.com/watch?v=owLQzBg4olo,1139,1
BD_ON66t6rM,48.739,11.435103161586646,556,640,480,https://www.youtube.com/watch?v=BD_ON66t6rM,1148,1
MOOeHWuuxlo,49.738,29.97002997002997,1489,426,240,https://www.youtube.com/watch?v=MOOeHWuuxlo,1153,1
PgS2F7NxNBg,175.171,25.0,4379,1920,1080,https://www.youtube.com/watch?v=PgS2F7NxNBg,1156,1
1_YFTTzzLrI,28.909,29.97002997002997,865,320,240,https://www.youtube.com/watch?v=1_YFTTzzLrI,1157,2
LTmYxVYBa90,35.55,23.97584738950033,850,1920,1080,https://www.youtube.com/watch?v=LTmYxVYBa90,1161,1
6LOfAoP4Mg8,106.51,25.0,2659,640,480,https://www.youtube.com/watch?v=6LOfAoP4Mg8,1162,1
e0E2EVuhYu0,168.809,30.0,5064,1920,1080,https://www.youtube.com/watch?v=e0E2EVuhYu0,1163,1
